HEnce,hence,c,ReasonForward,0
man,man,s,Inclusive,1
away,away,c,,0
.,.,n,,0
Brutus,brutus,s,UNRECOGNIZED,0
shall,shall,s,ProjectAhead,0
lead,lead,c,,0
",",",",s,,0
and,and,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
grace,grace,s,StandardsPos,0
his,his,s,Neutral_Attribution,0
heels,heels,n,Neutral_Attribution,1
With,with,s,Intensity,0
the,the,s,Intensity,1
most,most,s,Intensity,2
boldest,boldest,c,Comparison,0
",",",",s,,0
and,and,s,,0
best,best,s,Comparison,0
hearts,hearts,s,SenseObject,0
of,of,s,,0
Rome,rome,c,,0
.,.,nn,,0
Soft,soft,c,SenseProperty,0
",",",",s,,0
who,who,s,,0
comes,comes,s,SceneShift,0
here,here,c,SceneShift,1
?,?,s,Question,0
A,a,s,Positivity,0
friend,friend,s,Positivity,1
of,of,s,Positivity,2
Antonies,antonies,c,UNRECOGNIZED,0
.,.,nnn,,0
Thus,thus,s,ReasonForward,0
Brutus,brutus,s,UNRECOGNIZED,0
did,did,s,ReportingEvents,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
bid,bid,s,ReportingEvents,0
me,me,s,FirstPer,0
kneel,kneel,c,Motions,0
;,;,n,,0
Thus,thus,s,ReasonForward,0
did,did,s,ReportingEvents,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,s,UNRECOGNIZED,0
bid,bid,s,ReportingEvents,0
me,me,s,FirstPer,0
fall,fall,s,Negativity,0
down,down,c,Negativity,1
",",",",n,,0
And,and,s,,0
being,being,s,ReportingStates,0
prostrate,prostrate,c,SenseProperty,0
",",",",s,,0
thus,thus,s,ReasonForward,0
he,he,s,PersonPronoun,0
bad,bad,s,Negativity,0
me,me,s,FirstPer,0
say,say,c,Citations,0
:,:,n,Citations,1
Brutus,brutus,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
Noble,noble,c,StandardsPos,0
",",",",s,,0
Wise,wise,c,StandardsPos,0
",",",",s,,0
Valiant,valiant,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Honest,honest,c,StandardsPos,0
;,;,n,,0
Caesar,caesar,s,,0
was,was,s,ProjectBack,0
Mighty,mighty,c,Intensity,0
",",",",s,,0
Bold,bold,c,Confidence,0
",",",",s,,0
Royal,royal,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
Loving,loving,c,Positivity,0
:,:,n,,0
Say,say,c,Citations,0
",",",",s,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
honor,honor,s,StandardsPos,0
him,him,c,PersonPronoun,0
;,;,n,,0
Say,say,c,Citations,0
",",",",s,,0
I,i,s,FirstPer,0
feared,feared,s,Fear,0
Caesar,caesar,c,,0
",",",",s,,0
honored,honored,s,StandardsPos,0
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
loved,loved,s,Positivity,0
him,him,c,PersonPronoun,0
.,.,n,,0
If,if,s,Contingency,0
Brutus,brutus,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
vouchsafe,vouchsafe,c,Negative_Relation,0
",",",",s,,0
that,that,s,,0
Antony,antony,n,UNRECOGNIZED,0
May,may,s,Contingency,0
safely,safely,s,StandardsPos,0
come,come,s,ReportingEvents,0
to,to,s,PersonPronoun,0
him,him,c,PersonPronoun,1
",",",",s,,0
and,and,s,,0
be,be,s,ReportingStates,0
resolved,resolved,n,ReportingEvents,0
How,how,s,,0
Caesar,caesar,s,,0
has,has,s,,0
deserved,deserved,s,StandardsPos,0
to,to,s,,0
lie,lie,s,ReportingEvents,0
in,in,s,ReportingEvents,1
death,death,c,Negativity,0
",",",",n,,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,c,UNRECOGNIZED,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
love,love,s,Positivity,0
Caesar,caesar,s,,0
dead,dead,n,Negativity,0
So,so,s,Intensity,0
well,well,s,Intensity,1
as,as,s,,0
Brutus,brutus,s,UNRECOGNIZED,0
living,living,c,,0
;,;,s,Resistance,0
but,but,s,Resistance,1
will,will,s,PredictedFuture,0
follow,follow,n,,0
The,the,s,,0
Fortunes,fortunes,s,ProjectAhead,0
and,and,s,,0
Affairs,affairs,s,GenericEvents,0
of,of,s,,0
Noble,noble,s,StandardsPos,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
Thorough,thorough,s,StandardsPos,0
the,the,s,,0
hazards,hazards,s,Negativity,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
vntrod,vntrod,s,UNRECOGNIZED,0
State,state,c,,0
",",",",n,,0
With,with,s,Generalization,0
all,all,s,Generalization,1
true,true,s,StandardsPos,0
Faith,faith,c,StandardsPos,1
.,.,s,ReasonForward,0
So,so,s,ReasonForward,1
says,says,s,Citations,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
Antony,antony,c,UNRECOGNIZED,0
.,.,nn,,0
Thy,thy,s,DirectAddress,0
Master,master,s,PersonProperty,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Wise,wise,s,StandardsPos,0
and,and,s,,0
Valiant,valiant,s,StandardsPos,0
Roman,roman,c,AbstractConcepts,0
",",",",n,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
thought,thought,s,PrivateThinking,0
him,him,s,PersonPronoun,0
worse,worse,c,Negativity,0
:,:,n,,0
Tell,tell,s,,0
him,him,c,PersonPronoun,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
please,please,s,Positivity,0
him,him,s,PersonPronoun,0
come,come,s,ReportingEvents,0
unto,unto,s,CommonAuthorities,0
this,this,s,SceneShift,0
place,place,n,SceneShift,1
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
satisfied,satisfied,c,StandardsPos,0
:,:,s,,0
and,and,s,,0
by,by,s,,0
my,my,s,Intensity,0
Honor,honor,n,Intensity,1
Depart,depart,s,SceneShift,0
untouched,untouched,c,SubjectivePercept,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
fetch,fetch,s,Motions,0
him,him,s,PersonPronoun,0
presently,presently,c,TimeShift,0
.,.,nnn,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
that,that,s,Confidence,1
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
have,have,s,Cause,0
him,him,s,Cause,1
well,well,s,SenseObject,0
to,to,s,,0
Friend,friend,c,StandardsPos,0
.,.,nnn,,0
I,i,s,FirstPer,0
wish,wish,s,SubjectivePercept,0
we,we,s,,0
may,may,c,Contingency,0
:,:,s,,0
But,but,s,Resistance,0
yet,yet,s,Resistance,0
have,have,s,Question,0
I,i,s,Question,1
a,a,s,SubjectivePercept,0
mind,mind,n,SubjectivePercept,1
That,that,s,SubjectivePercept,2
fears,fears,s,Fear,0
him,him,s,PersonPronoun,0
much,much,c,Intensity,0
:,:,s,,0
and,and,s,,0
my,my,s,FirstPer,0
misgiuing,misgiuing,s,UNRECOGNIZED,0
still,still,n,Updates,0
Falls,falls,s,,0
shrewdly,shrewdly,s,StandardsPos,0
to,to,s,ProjectAhead,0
the,the,s,ProjectAhead,1
purpose,purpose,c,ProjectAhead,2
.,.,nn,Resistance,0
But,but,s,Resistance,1
here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
Antony,antony,c,UNRECOGNIZED,0
:,:,n,,0
Welcome,welcome,s,Positivity,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,c,UNRECOGNIZED,0
.,.,nn,,0
O,o,s,LangRef,0
mighty,mighty,s,Intensity,0
Caesar,caesar,c,,0
!,!,s,,0
Do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
lie,lie,s,Motions,0
so,so,s,,0
low,low,c,AbstractConcepts,0
?,?,n,Question,0
Are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
thy,thy,s,DirectAddress,0
Conquests,conquests,c,Intensity,0
",",",",s,,0
Glories,glories,c,StandardsPos,0
",",",",s,,0
Triumphs,triumphs,c,Positivity,0
",",",",s,,0
Spoils,spoils,c,Negativity,0
",",",",n,,0
Shrunk,shrunk,s,ReportingEvents,0
to,to,s,,0
this,this,s,,0
little,little,s,SenseProperty,0
Measure,measure,c,AbstractConcepts,0
?,?,s,Question,0
Fare,fare,s,SubjectivePercept,0
thee,thee,s,DirectAddress,0
well,well,c,StandardsPos,0
.,.,n,StandardsPos,1
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
Gentlemen,gentlemen,s,Positivity,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
intend,intend,c,ProjectAhead,0
",",",",n,,0
Who,who,s,Question,0
else,else,s,Question,1
must,must,s,Insist,0
be,be,s,ReportingStates,0
let,let,s,ReportingEvents,0
blood,blood,c,SenseObject,0
",",",",s,,0
who,who,s,Question,0
else,else,s,Question,1
is,is,s,Negativity,0
rank,rank,c,Negativity,1
:,:,n,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
hour,hour,s,TimeDuration,0
so,so,s,,0
fit,fit,n,Resemblances,0
As,as,s,Resemblances,1
Caesar's,caesar's,s,UNRECOGNIZED,0
deaths,deaths,s,Negativity,0
hour,hour,c,TimeDuration,0
;,;,s,Specifiers,0
nor,nor,s,Specifiers,1
no,no,s,DenyDisclaim,0
Instrument,instrument,n,AbstractConcepts,0
Of,of,s,,0
half,half,s,Numbers,0
that,that,s,,0
worth,worth,c,AbstractConcepts,0
",",",",s,,0
as,as,s,,0
those,those,s,,0
your,your,s,DirectAddress,0
Swords,swords,c,SenseObject,0
;,;,s,,0
made,made,s,ReportingEvents,0
rich,rich,n,StandardsPos,0
With,with,s,StandardsPos,1
the,the,s,StandardsPos,0
most,most,s,StandardsPos,1
Noble,noble,s,StandardsPos,2
blood,blood,s,SenseObject,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
this,this,s,Immediacy,0
World,world,c,Immediacy,1
.,.,n,Intensity,0
I,i,s,Intensity,1
do,do,s,Intensity,2
beseech,beseech,s,SubjectivePercept,0
ye,ye,c,OralCues,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
bear,bear,s,SenseObject,0
me,me,s,FirstPer,0
hard,hard,c,,0
",",",",n,,0
Now,now,c,Updates,0
",",",",s,Updates,1
whilst,whilst,s,TimeDuration,0
your,your,s,DirectAddress,0
purpled,purpled,s,SenseProperty,0
hands,hands,s,SenseObject,0
do,do,s,Intensity,0
reeke,reeke,s,UNRECOGNIZED,0
and,and,s,,0
smoke,smoke,c,SenseObject,0
",",",",n,,0
Fulfill,fulfill,s,StandardsPos,0
your,your,s,DirectAddress,0
pleasure,pleasure,c,Positivity,0
.,.,s,Imperative,0
Live,live,s,Imperative,1
a,a,s,,0
thousand,thousand,s,Numbers,0
years,years,c,TimeDuration,0
",",",",n,,0
I,i,s,Insist,0
shall,shall,s,Insist,1
not,not,s,Insist,2
find,find,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
self,self,s,SubjectivePercept,0
so,so,s,,0
apt,apt,s,ProjectAhead,0
to,to,s,ProjectAhead,1
dye,dye,c,SenseObject,0
.,.,n,,0
No,no,s,DenyDisclaim,0
place,place,s,SpaceRelation,0
will,will,s,PredictedFuture,0
please,please,s,Positivity,0
me,me,s,FirstPer,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
no,no,s,DenyDisclaim,0
mean,mean,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
death,death,c,Negativity,0
",",",",n,,0
As,as,s,,0
here,here,s,SpaceRelation,0
by,by,s,,0
Caesar,caesar,c,,0
",",",",s,,0
and,and,s,,0
by,by,s,DirectAddress,0
you,you,s,DirectAddress,1
cut,cut,s,ReportingEvents,0
off,off,c,ReportingEvents,1
",",",",n,,0
The,the,s,Positivity,0
Choice,choice,s,Positivity,1
and,and,s,,0
Master,master,s,AbstractConcepts,0
Spirits,spirits,s,AbstractConcepts,1
of,of,s,Specifiers,0
this,this,s,Specifiers,1
Age,age,c,Specifiers,0
.,.,nn,,0
O,o,s,LangRef,0
Antony,antony,c,UNRECOGNIZED,0
!,!,s,,0
Beg,beg,s,Intensity,0
not,not,s,DenyDisclaim,0
your,your,s,DirectAddress,0
death,death,s,Negativity,0
of,of,s,Inclusive,0
us,us,c,Inclusive,1
:,:,n,,0
Though,though,s,Concessive,0
now,now,s,Immediacy,0
we,we,s,Insist,0
must,must,s,Insist,1
appear,appear,s,SubjectivePercept,0
bloody,bloody,s,Negativity,0
and,and,s,,0
cruel,cruel,c,Anger,0
",",",",n,,0
As,as,s,AbstractConcepts,0
by,by,s,AbstractConcepts,1
our,our,s,Inclusive,0
hands,hands,c,SenseObject,0
",",",",s,,0
and,and,s,,0
this,this,s,,0
our,our,s,Inclusive,0
present,present,s,Inclusive,1
Act,act,n,,0
You,you,s,DirectAddress,0
see,see,s,DirectAddress,1
we,we,s,,0
do,do,c,Intensity,0
:,:,s,,0
Yet,yet,s,Resistance,0
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
but,but,s,Resistance,0
our,our,s,Inclusive,0
hands,hands,c,SenseObject,0
",",",",n,,0
And,and,s,,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
the,the,s,,0
bleeding,bleeding,s,SenseProperty,0
business,business,s,AbstractConcepts,0
they,they,s,,0
have,have,s,,0
do^e,do^e,c,UNRECOGNIZED,0
:,:,n,,0
Our,our,s,Inclusive,0
hearts,hearts,s,SenseObject,0
you,you,s,DirectAddress,0
see,see,s,DirectAddress,1
not,not,c,DenyDisclaim,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
pitiful,pitiful,c,Negativity,0
:,:,n,,0
And,and,s,,0
pity,pity,s,Sad,0
to,to,s,,0
the,the,s,CommonAuthorities,0
general,general,s,CommonAuthorities,1
wrong,wrong,s,StandardsNeg,0
of,of,s,,0
Rome,rome,c,,0
",",",",n,,0
As,as,s,,0
fire,fire,s,SenseObject,0
drives,drives,s,SceneShift,0
out,out,s,SceneShift,1
fire,fire,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
pity,pity,c,Sad,0
;,;,s,,0
pity,pity,n,Sad,0
Has,has,s,ReportingEvents,0
done,done,s,ReportingEvents,1
this,this,s,,0
deed,deed,s,AbstractConcepts,0
on,on,s,,0
Caesar,caesar,c,,0
.,.,s,,0
For,for,s,SubjectivePercept,0
your,your,s,SubjectivePercept,1
part,part,c,SubjectivePercept,2
",",",",n,,0
To,to,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
our,our,s,Inclusive,0
Swords,swords,s,SenseObject,0
have,have,s,,0
leaden,leaden,s,SenseProperty,0
points,points,s,AbstractConcepts,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,c,UNRECOGNIZED,0
:,:,n,,0
Our,our,s,Inclusive,0
Arms,arms,s,SenseObject,0
in,in,s,StandardsPos,0
strength,strength,s,StandardsPos,1
of,of,s,StandardsPos,2
malice,malice,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
our,our,s,Inclusive,0
Hearts,hearts,n,SenseObject,0
Of,of,s,,0
Brothers,brothers,s,PersonProperty,0
temper,temper,c,AbstractConcepts,0
",",",",s,,0
do,do,s,Intensity,0
receive,receive,s,ReportingEvents,0
you,you,s,DirectAddress,0
in,in,c,,0
",",",",n,,0
With,with,s,Generalization,0
all,all,s,Generalization,1
kind,kind,s,Positivity,0
love,love,c,Positivity,0
",",",",s,,0
good,good,s,,0
thoughts,thoughts,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
reverence,reverence,c,StandardsPos,0
.,.,nn,,0
Your,your,s,DirectAddress,0
voice,voice,s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
as,as,s,Resemblances,0
strong,strong,s,Resemblances,1
as,as,s,Resemblances,2
any,any,s,,0
man's,man's,c,PersonProperty,0
",",",",n,,0
In,in,s,,0
the,the,s,,0
disposing,disposing,s,ReportingEvents,0
of,of,s,ReportingEvents,1
new,new,s,,0
Dignities,dignities,c,CommonAuthorities,0
.,.,nn,,0
Only,only,s,SubjectivePercept,0
be,be,s,StandardsPos,0
patient,patient,c,StandardsPos,1
",",",",s,,0
till,till,s,TimeShift,0
we,we,s,TimeShift,1
have,have,s,,0
appeased,appeased,n,Negative_Relation,0
The,the,s,,0
Multitude,multitude,c,AbstractConcepts,0
",",",",s,,0
beside,beside,s,Intensity,0
themselves,themselves,s,Intensity,1
with,with,s,Intensity,2
fear,fear,c,Fear,0
",",",",n,,0
And,and,s,Sequence,0
then,then,c,Sequence,1
",",",",s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
deliver,deliver,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,,0
cause,cause,c,Cause,0
",",",",n,Autobio,0
Why,why,s,Autobio,1
I,i,c,Autobio,2
",",",",s,,0
that,that,s,,0
did,did,s,ReportingEvents,0
love,love,s,Positivity,0
Caesar,caesar,s,,0
when,when,s,Autobio,0
I,i,s,Autobio,1
struck,struck,s,Narrative_Verbs,0
him,him,c,Narrative_Verbs,1
",",",",n,,0
Have,have,s,,0
thus,thus,s,ReasonForward,0
proceeded,proceeded,c,ReportingStates,0
.,.,nn,ReportingStates,1
I,i,s,FirstPer,0
doubt,doubt,s,Uncertainty,0
not,not,s,Uncertainty,1
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Wisdom,wisdom,c,StandardsPos,0
:,:,n,,0
Let,let,s,ReportingEvents,0
each,each,s,Inclusive,0
man,man,s,Inclusive,1
render,render,s,ReportingEvents,0
me,me,s,FirstPer,0
his,his,s,PersonPronoun,0
bloody,bloody,s,Negativity,0
hand,hand,c,SenseObject,0
.,.,n,,0
F^rst,f^rst,s,UNRECOGNIZED,0
Marcus,marcus,s,UNRECOGNIZED,0
Brutus,brutus,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
shake,shake,s,Motions,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
;,;,n,,0
Next,next,s,Sequence,0
Caius,caius,s,UNRECOGNIZED,0
Cassius,cassius,s,,0
do,do,s,Question,0
I,i,s,Question,1
take,take,s,MoveBody,0
your,your,s,MoveBody,1
hand,hand,c,MoveBody,2
;,;,n,,0
Now,now,s,Immediacy,0
Decius,decius,s,UNRECOGNIZED,0
Brutus,brutus,s,UNRECOGNIZED,0
yours,yours,c,DirectAddress,0
;,;,s,,0
now,now,s,Immediacy,0
yours,yours,s,DirectAddress,0
Metellus,metellus,c,UNRECOGNIZED,0
;,;,n,,0
Yours,yours,s,DirectAddress,0
Cinna,cinna,c,UNRECOGNIZED,0
;,;,s,,0
and,and,s,,0
my,my,s,FirstPer,0
valiant,valiant,s,StandardsPos,0
Caska,caska,c,UNRECOGNIZED,0
",",",",s,,0
yours,yours,c,DirectAddress,0
;,;,n,,0
Though,though,s,Concessive,0
last,last,c,Sequence,0
",",",",s,,0
not,not,s,Sequence,0
least,least,s,Sequence,1
in,in,s,Positivity,0
love,love,c,Positivity,1
",",",",s,,0
yours,yours,s,DirectAddress,0
good,good,s,,0
Trebonius,trebonius,n,UNRECOGNIZED,0
Gentlemen,gentlemen,s,Positivity,0
all,all,c,,0
:,:,s,,0
Alas,alas,c,Negativity,0
",",",",s,,0
what,what,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
say,say,c,Citations,0
",",",",n,,0
My,my,s,FirstPer,0
credit,credit,s,StandardsPos,0
now,now,s,Immediacy,0
stands,stands,s,ReportingEvents,0
on,on,s,ReportingEvents,1
such,such,s,Intensity,0
slippery,slippery,s,Negativity,0
ground,ground,c,Negativity,1
",",",",n,,0
That,that,s,Specifiers,0
one,one,s,Specifiers,1
of,of,s,,0
two,two,s,Numbers,0
bad,bad,s,StandardsNeg,0
ways,ways,s,StandardsNeg,1
you,you,s,Insist,0
must,must,s,Insist,1
conceit,conceit,s,SubjectivePercept,0
me,me,c,FirstPer,0
",",",",n,,0
Either,either,s,Metadiscourse,0
a,a,s,Negative_Relation,0
Coward,coward,c,Negative_Relation,1
",",",",s,,0
or,or,s,,0
a,a,s,,0
Flatterer,flatterer,c,SubjectivePercept,0
.,.,n,,0
That,that,s,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
love,love,s,Positivity,0
thee,thee,s,DirectAddress,0
Caesar,caesar,c,,0
",",",",s,,0
O,o,s,LangRef,0
it,it,s,ConfirmedThght,0
is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
:,:,n,,0
If,if,s,Contingency,0
then,then,s,,0
thy,thy,s,DirectAddress,0
Spirit,spirit,s,SubjectivePercept,0
look,look,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
us,us,s,Inclusive,0
now,now,c,Updates,0
",",",",n,Updates,1
Shall,shall,s,ProjectAhead,0
it,it,s,,0
not,not,s,DenyDisclaim,0
grieve,grieve,s,Sad,0
thee,thee,s,DirectAddress,0
deerer,deerer,s,UNRECOGNIZED,0
then,then,s,,0
thy,thy,s,DirectAddress,0
death,death,c,Negativity,0
",",",",n,,0
To,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
thy,thy,s,DirectAddress,0
Antony,antony,s,UNRECOGNIZED,0
making,making,s,Positivity,0
his,his,s,Positivity,1
peace,peace,c,Positivity,2
",",",",n,,0
Shaking,shaking,s,Motions,0
the,the,s,,0
bloody,bloody,s,Negativity,0
fingers,fingers,s,SenseObject,0
of,of,s,,0
thy,thy,s,DirectAddress,0
Foes,foes,c,Negative_Relation,0
?,?,n,Question,0
Most,most,s,Comparison,0
Noble,noble,c,StandardsPos,0
",",",",s,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
presence,presence,s,SpaceRelation,2
of,of,s,SpaceRelation,3
thy,thy,s,DirectAddress,0
Coarse,coarse,c,SenseProperty,0
",",",",n,,0
Had,had,s,Contingency,0
I,i,s,Contingency,1
as,as,s,,0
many,many,s,,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
as,as,s,,0
thou,thou,s,DirectAddress,0
have,have,s,,0
wounds,wounds,c,Negativity,0
",",",",n,,0
Weeping,weeping,s,Sad,0
as,as,s,SubjectiveTime,0
fast,fast,s,SubjectiveTime,1
as,as,s,SubjectiveTime,2
they,they,s,,0
stream,stream,s,Motions,0
forth,forth,s,Motions,1
thy,thy,s,DirectAddress,0
blood,blood,c,SenseObject,0
",",",",n,,0
It,it,s,Contingency,0
would,would,s,Contingency,1
become,become,s,Transformation,0
me,me,s,FirstPer,0
better,better,c,Comparison,0
",",",",s,,0
then,then,s,TimeShift,0
to,to,s,TimeShift,1
close,close,n,SpaceRelation,0
In,in,s,SpaceRelation,1
terms,terms,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Friendship,friendship,s,Positivity,0
with,with,s,,0
thine,thine,s,UNRECOGNIZED,0
enemies,enemies,c,Negativity,0
.,.,n,,0
Pardon,pardon,s,DirectAddress,0
me,me,s,DirectAddress,1
Julius,julius,c,UNRECOGNIZED,0
",",",",s,,0
here,here,s,SpaceRelation,0
was,was,s,ProjectBack,0
it,it,s,,0
thou,thou,s,DirectAddress,0
bay'd,bay'd,s,UNRECOGNIZED,0
brave,brave,s,StandardsPos,0
Heart,heart,c,SenseObject,0
",",",",n,,0
Here,here,s,SpaceRelation,0
did,did,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
fall,fall,c,,0
",",",",s,,0
and,and,s,Immediacy,0
here,here,s,Immediacy,1
thy,thy,s,DirectAddress,0
Hunters,hunters,s,PersonProperty,0
stand,stand,n,AbstractConcepts,0
Signed,signed,s,Sequence,0
in,in,s,Sequence,1
thy,thy,s,DirectAddress,0
Spoil,spoil,c,Negativity,0
",",",",s,,0
and,and,s,,0
Crimsoned,crimsoned,s,SenseProperty,0
in,in,s,,0
thy,thy,s,DirectAddress,0
Lethee,lethee,c,UNRECOGNIZED,0
.,.,n,,0
O,o,s,LangRef,0
World,world,c,AbstractConcepts,0
!,!,s,,0
thou,thou,s,DirectAddress,0
wast,wast,s,DirectAddress,1
the,the,s,,0
Forest,forest,s,SenseObject,0
to,to,s,,0
this,this,s,,0
Heart,heart,c,SenseObject,0
",",",",n,,0
And,and,s,,0
this,this,s,,0
indeed,indeed,c,Intensity,0
",",",",s,,0
O,o,s,LangRef,0
World,world,c,AbstractConcepts,0
",",",",s,,0
the,the,s,SenseObject,0
Heart,heart,s,SenseObject,1
of,of,s,,0
thee,thee,c,DirectAddress,0
.,.,n,Question,0
How,how,s,Question,1
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Dear,dear,c,Positivity,0
",",",",s,,0
stricken,stricken,s,Negativity,0
by,by,s,Negativity,1
many,many,s,,0
Princes,princes,c,PersonProperty,0
",",",",n,,0
Do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
here,here,s,SpaceRelation,0
lie,lie,c,Motions,0
?,?,nn,Question,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,c,UNRECOGNIZED,0
.,.,nnn,,0
Pardon,pardon,s,DirectAddress,0
me,me,s,DirectAddress,1
Caius,caius,s,UNRECOGNIZED,0
Cassius,cassius,c,,0
:,:,n,,0
The,the,s,Negative_Relation,0
Enemies,enemies,s,Negative_Relation,1
of,of,s,Negative_Relation,2
Caesar,caesar,c,,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
say,say,s,Citations,0
this,this,c,Metadiscourse,0
:,:,n,Metadiscourse,1
Then,then,c,TimeShift,0
",",",",s,TimeShift,1
in,in,s,,0
a,a,s,Positivity,0
Friend,friend,c,Positivity,1
",",",",s,,0
it,it,s,SubjectivePercept,0
is,is,s,SubjectivePercept,1
cold,cold,s,SubjectivePercept,2
Modesty,modesty,c,SubjectivePercept,0
.,.,nn,,0
I,i,s,Anger,0
blame,blame,s,Anger,1
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
for,for,s,,0
praising,praising,s,StandardsPos,0
Caesar,caesar,s,,0
so,so,c,AbstractConcepts,0
",",",",n,AbstractConcepts,1
But,but,s,Resistance,0
what,what,s,Resistance,1
compact,compact,s,SenseProperty,0
mean,mean,s,,0
you,you,s,DirectAddress,0
to,to,s,,0
have,have,s,,0
with,with,s,Inclusive,0
us,us,c,Inclusive,1
?,?,n,Question,0
Will,will,s,OpenQuery,0
you,you,s,OpenQuery,1
be,be,s,OpenQuery,2
pricked,pricked,s,Negativity,0
in,in,s,Specifiers,0
number,number,s,Specifiers,1
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Friends,friends,c,StandardsPos,0
",",",",n,,0
Or,or,s,,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
on,on,c,,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
depend,depend,s,Contingency,0
on,on,s,Contingency,1
you,you,c,DirectAddress,0
?,?,nn,Question,0
Therefore,therefore,s,ReasonForward,0
I,i,s,FirstPer,0
took,took,s,ReportingEvents,0
your,your,s,DirectAddress,0
hands,hands,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
was,was,s,ProjectBack,0
indeed,indeed,n,Intensity,0
Swayed,swayed,s,ReportingEvents,0
from,from,s,,0
the,the,s,,0
point,point,c,AbstractConcepts,0
",",",",s,,0
by,by,s,,0
looking,looking,s,Negativity,0
down,down,s,Negativity,1
on,on,s,Negativity,2
